economy,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
MCO,,,,,,,,,,,,,,,,,,,,,,
MDA,31.2993015817784,9.76466285757641,5.30124390261597,11.7460792058233,12.5242768428228,11.9591837222126,12.7777557830351,12.3671668414302,12.783047261882,-0.0627185967109379,7.48385086350851,7.68725103356185,4.54633427355305,4.59787897363131,5.0887855462588,9.67624033101863,6.35930898037934,6.57022997455605,3.04505397337073,4.83778351428719,3.76597122245352,5.10641129002835
MKD,6.60742291038535,5.19888525744053,2.31459794083216,0.855562122724249,-0.448650206552057,0.52551595071433,3.21362929606349,2.25175798305448,8.33189666968097,-0.739633963061138,1.50997522027615,3.90475422069738,3.31605566687646,2.78500056726115,-0.281705032928538,-0.299920475631447,-0.239290787684491,1.3516188967744,1.45831298507127,0.766439573459688,1.20007348888482,3.23074912132919
MNE,,,,,,,2.92451258123646,4.34712215656114,8.75872769588797,3.46672373207794,0.65494657014848,3.45014311248693,4.14524724981109,2.20589268141181,-0.71051405171022,1.54869158222488,-0.27138502338526,2.38023599053136,2.61122378263797,0.361563704540798,-0.255655699848551,2.41080198403167
NLD,2.36052233801956,4.15584127195611,3.28753104712768,2.09199838997658,1.26364739183177,1.68813017869622,1.10150106517704,1.61385859802103,2.48650198289454,1.18977687021549,1.27530569556686,2.3410701775137,2.45554765291609,2.50689852657884,0.976035079699661,0.600248147278775,0.316666666666663,1.3814587140721,1.70349794744475,2.63369910249593,1.2724603778917,2.67572008805381
NOR,3.08550609131277,3.00419703998231,1.28672528415185,2.48782553461785,0.454498502220854,1.53213367609252,2.32934980757545,0.712589073634205,3.75393081761006,2.19738586853571,2.41890639481001,1.28495158809159,0.696864111498241,2.12048620353119,2.0417028670721,2.17113665389528,3.55000000000002,1.87510059552548,2.76483134528794,2.16773003305405,1.28658490707998,3.48388055266678
POL,9.90017538843062,5.40833545566151,1.90528215048054,0.682701375787657,3.38264681884694,2.18379872390258,1.28469394366409,2.45874312385397,4.1649719352477,3.79539242483406,2.58069370250546,4.23940149625935,3.56037151702788,0.99198260633235,0.0538213132400467,-0.874125874125849,-0.664767331434023,2.07593553673862,1.81295156542681,2.227478809383,3.3744697261859,5.05502704719268
PRT,2.85303039287156,4.36990330551795,3.60034658290911,3.21899090682897,2.365362040973,2.27716394887833,3.10766545871054,2.45396528138739,2.58850657657964,-0.83553002150417,1.40257289895371,3.65301100430729,2.77333854051579,0.27441666666668,-0.278153367467421,0.487938623904736,0.607397074641661,1.36861411643481,0.99371568346825,0.338178410046125,-0.0124383299576167,1.2656571906905
ROU,45.6665940440238,34.4770123493528,22.5398862605386,15.2734889936255,11.8743635936399,9.01491283343835,6.55851412276983,4.83732928313989,7.85080255714483,5.58742004264392,6.09141668601892,5.78925328815882,3.33492267693443,3.98471235548128,1.06830987684293,-0.594156437495137,-1.54479666813904,1.33902121104396,4.62548443137781,3.82785432599428,2.63107311184752,5.05232876096582
RUS,20.7987606558703,21.4770072117159,15.7887307914462,13.6632930228667,10.8886157326216,12.6853039507349,9.66865454789265,9.00729868861076,14.1107677840442,11.6473295764118,6.8493923025503,8.44046485932559,5.0747430079915,6.75371026220953,7.82341183865503,15.5344050528404,7.04244762954798,3.68332944412231,2.87829723647886,4.47036660760175,3.38165937237896,6.69445891957619
SMR,,,,,1.43083868527342,1.68548890528349,2.0952593561143,2.49894575725804,4.29320249287706,2.19959237046011,2.58541815582589,2.89979584300121,2.82733224222587,1.60439298078071,1.11296303373859,0.145686073241013,0.573948019801976,1.04597683468952,,,,
