economy,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
LUX,54.5634093268924,56.1520156144779,57.537894983722,57.972282836574,56.4528380840633,54.9184825091231,51.3950486385607,48.8182837089825,48.6443177241719,51.499634718858,50.1689691332265,50.4674092951124,50.6109520395782,49.6214717704873,48.7700835286653,48.5025923536612,48.3082286336545,49.4092673486178,50.3765412792074,50.9122450996406,48.8040171416345,47.699169574981
LVA,83.4801098931497,82.5153290062719,82.2799152784824,82.731636590971,82.2305197669618,79.2385385162652,80.8193603027073,77.4904029433616,77.3901476884964,79.5477717693593,81.7441029899414,80.2204834687996,77.8757601956354,80.0819596105501,79.1151851691638,78.0375943050268,78.5883700826965,78.7169365389297,77.5572729446795,77.6668884821999,77.0771945443403,77.6462342512748
MCO,,,,,,,,,,,,,,,,,,,,,,
MDA,103.01591342283,101.108294131322,103.251549996458,110.252253883196,103.951398601399,109.870487623499,113.894829512446,113.453234138125,113.555462318426,113.477184428352,108.426839056289,109.488009993483,109.842189418693,106.563870313897,104.599070095708,101.944766713104,101.036824985202,100.662118191409,99.9740456777312,99.4233640172668,98.6111605765286,98.7065703813621
MKD,92.3871689067992,95.7261096781606,98.1011752603633,97.8272681935585,98.415875435385,96.3805775384426,95.5605662405925,94.1473199799404,97.1881703584083,95.8231835261998,93.8332388130694,92.0303499028407,92.539152308856,89.2566314199697,86.9169931258777,85.818689910082,82.3482040030599,81.5729017353011,80.1361219468646,79.5000021654927,82.7808164917087,83.7104600568842
MNE,91.9068142130189,100.126784597447,105.756079488192,100.961971435534,99.4344175261097,99.8003850150469,112.943641516591,107.982959531863,112.124162029715,103.820118735316,103.921583058408,102.632305199032,103.835419838019,100.479824272613,99.6188173128254,98.3576740204985,96.3670132001016,93.2217764173868,91.944445040134,89.1735129986331,103.826261611131,92.7063866920573
NLD,70.8851854064207,70.7236848931583,72.1519265190956,72.8636337044909,71.9388005728472,71.0884162335741,70.386248473174,69.5574720997464,69.1417464207244,71.6942843150749,71.6931038960429,71.4259355217657,71.5369559823942,71.2783305045097,70.9853177675859,70.0238258107152,69.3007706783635,68.6520010946344,68.4986957145275,68.0988371020411,68.1743311614126,68.2863201752542
NOR,61.3478689801451,62.7376613015612,66.3851851282426,67.7076261876961,65.1317427734967,61.3828130535526,58.8850331428221,59.206066957624,56.8949288286941,63.8451361159507,63.290345011478,61.209238570937,60.4378194317038,61.3016504169022,62.889015395372,66.7682683802353,69.9154785375005,68.6641791452402,66.2086158867723,68.6627749696645,70.5301344505438,62.3951623923617
POL,81.9078055213011,83.2655192003562,85.1519427146048,83.9406623604737,82.7447698027309,81.4193411607927,80.6504580473167,78.6032599359331,80.6268965308023,80.4232430167089,81.3932686730323,79.6832086691842,79.7424753788431,79.5167367430493,78.6165315732774,76.9346294713676,76.780928175782,77.148659921303,76.5043691388597,75.8015321880085,75.5830587011351,75.130985827463
PRT,82.2671180021843,82.0598111689317,82.2572054544591,83.2898583341997,84.0461667154072,85.4175555403962,84.9065709059199,84.4578621997416,85.9740916027429,86.0627006122579,86.5186765878901,85.5920779787994,84.7928616587642,84.2693054897404,84.5337537469802,83.4053415086872,83.0200578625714,81.7638827314765,81.2468512427404,81.055311958104,83.0272947044846,82.3436769466069
